session_id,scenario_id,trial_id,event_id,metric,variant_label,metric_value_full,metric_value_ablation,delta_ablation_minus_full,paired_n
20260717_203329_controller_right,static_head_motion,trial_001,event_002,static.rotation_drift_deg,EgoAnchor w/o StaticLock,0.8102937977845623,0.24038280288815556,-0.5699109948964067,1
20260717_203329_controller_right,static_head_motion,trial_001,event_003,static.rotation_drift_deg,EgoAnchor w/o StaticLock,0.6787961412548762,2.951525884095788,2.2727297428409114,1
20260717_203329_controller_right,static_head_motion,trial_001,event_004,static.rotation_drift_deg,EgoAnchor w/o StaticLock,0.9619308314137142,3.208897206623756,2.246966375210042,1
20260717_203329_controller_right,static_head_motion,trial_001,,latency.candidate_arrival_p50_ms,EgoAnchor w/o capture-time alignment,166.7368999987957,166.97819999535568,0.2412999965599738,1
20260717_203329_controller_right,static_head_motion,trial_001,event_001,latency.candidate_arrival_p50_ms,EgoAnchor w/o capture-time alignment,166.63929999776883,166.80730000371113,0.1680000059423037,1
20260717_203329_controller_right,static_head_motion,trial_001,event_002,latency.candidate_arrival_p50_ms,EgoAnchor w/o capture-time alignment,167.484700003115,167.6699000017834,0.18519999866839498,1
20260717_203329_controller_right,static_head_motion,trial_001,event_003,latency.candidate_arrival_p50_ms,EgoAnchor w/o capture-time alignment,166.5221999937785,166.70439999870723,0.18220000492874533,1
20260717_203329_controller_right,static_head_motion,trial_001,event_004,latency.candidate_arrival_p50_ms,EgoAnchor w/o capture-time alignment,166.62970000106725,166.8050000043877,0.17530000332044438,1
20260717_203329_controller_right,static_head_motion,trial_001,,latency.candidate_arrival_p95_ms,EgoAnchor w/o capture-time alignment,195.13937999872724,195.3276399988681,0.18826000014087185,1
20260717_203329_controller_right,static_head_motion,trial_001,event_001,latency.candidate_arrival_p95_ms,EgoAnchor w/o capture-time alignment,208.485220001603,208.67075999994995,0.18553999834693968,1
20260717_203329_controller_right,static_head_motion,trial_001,event_002,latency.candidate_arrival_p95_ms,EgoAnchor w/o capture-time alignment,223.05304000037722,223.23011999687878,0.17707999650156125,1
20260717_203329_controller_right,static_head_motion,trial_001,event_003,latency.candidate_arrival_p95_ms,EgoAnchor w/o capture-time alignment,207.88351999945007,208.05852000339655,0.1750000039464794,1
20260717_203329_controller_right,static_head_motion,trial_001,event_004,latency.candidate_arrival_p95_ms,EgoAnchor w/o capture-time alignment,199.7861200012266,199.9844800007849,0.1983599995583063,1
20260717_203329_controller_right,static_head_motion,trial_001,,latency.candidate_processing_p50_ms,EgoAnchor w/o capture-time alignment,75.23009999841452,75.23009999841452,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,event_001,latency.candidate_processing_p50_ms,EgoAnchor w/o capture-time alignment,74.98919999971986,74.98919999971986,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,event_002,latency.candidate_processing_p50_ms,EgoAnchor w/o capture-time alignment,74.96040000021458,74.96040000021458,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,event_003,latency.candidate_processing_p50_ms,EgoAnchor w/o capture-time alignment,74.38229999691248,74.38229999691248,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,event_004,latency.candidate_processing_p50_ms,EgoAnchor w/o capture-time alignment,74.84614999778569,74.84614999778569,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,,latency.candidate_processing_p95_ms,EgoAnchor w/o capture-time alignment,90.15942000076176,90.15942000076176,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,event_001,latency.candidate_processing_p95_ms,EgoAnchor w/o capture-time alignment,86.4023799970746,86.4023799970746,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,event_002,latency.candidate_processing_p95_ms,EgoAnchor w/o capture-time alignment,83.46844000145794,83.46844000145794,0.0,1
20260717_203329_controller_right,static_head_motion,trial_001,event_003,latency.candidate_processing_p95_ms,EgoAnchor w/o capture-time alignment,85.92879999950527,85.92879999950527,0.0,1
