segment_id,arrival_p95_mm,capture_p95_mm,paired_reduction_mm,n_candidates
event_001,28.508523259110664,19.14554887528463,9.362974383826035,172
event_002,23.452824015901406,13.67369144246023,9.779132573441176,166
event_003,19.168806215395616,12.807277378797764,6.361528836597852,186
event_004,14.360646091063895,12.201123644456422,2.1595224466074736,209
