segment,variant,active_frames,duration_s,reference_speed_median_m_s,reference_speed_p95_m_s,translation_median_mm,translation_p95_mm,rotation_median_deg,rotation_p95_deg,trailing_distance_median_mm,trailing_distance_p95_mm,cross_track_median_mm,cross_track_p95_mm,effective_lag_ms,lag_compensated_residual_mm,translation_jump_p95_mm,translation_jump_p99_mm,rotation_jump_p99_deg,update_rate_hz,hold_ratio_pct,observation_lag_median_ms,output_target_lag_median_ms,display_coverage_pct
2,One-Euro Anchor,112,1.583068899999489,0.24867491681520165,0.31401001373160536,71.11843891198656,84.78278940775017,1.981131428135118,4.721783882463701,67.83728323473011,83.70335512712171,9.683570564911395,43.47336990422266,370.0,6.177054298986343,21.486192397292566,25.991236046672757,1.4904752455708377,9.522383886891268,86.60714285714286,216.26499999911175,216.26499999911175,100.0
2,EgoAnchor,112,1.583068899999489,0.24867491681520165,0.31401001373160536,58.79110281243159,65.47799891692836,2.476389836889603,3.996888512544909,57.994899160094995,65.30305363462826,6.479868868864278,28.374140523829972,310.0,3.894558837538123,5.213557978448048,6.026828500508559,0.7931372088239942,71.1004663554548,0.0,216.26499999911175,279.8937727275188,100.0
2,EgoAnchor w/o capture-time alignment,112,1.583068899999489,0.24867491681520165,0.31401001373160536,70.9824803296651,80.9875443493002,2.7068222945088802,4.637898556373059,70.21769757574211,80.73749775364189,11.084031187842179,37.87166202402617,385.0,7.449837844790412,5.342824555600158,6.6758678655303365,0.7621384818592875,71.1004663554548,0.0,216.26499999911175,250.02259999746457,100.0
2,EgoAnchor w/o VCD,112,1.583068899999489,0.24867491681520165,0.31401001373160536,58.79138603362212,65.47827016816089,2.4764102933150443,3.9969478803085288,57.99518822870628,65.30351165669562,6.479960864519224,28.374645835384175,310.0,3.8945667292350703,5.214883332179216,6.026726907107878,0.7931935891330083,71.1004663554548,0.0,216.26499999911175,279.89538546535186,100.0
2,EgoAnchor w/o temporal synthesis,112,1.583068899999489,0.24867491681520165,0.31401001373160536,45.16323713696805,59.395059606163784,2.219238169678082,3.933077759030515,44.81679871574424,58.84425637979629,5.07091505064105,17.693665787926022,240.0,6.34064360531047,21.961115380016764,26.80330274084021,2.652175748824975,9.522383886891268,86.60714285714286,216.26499999911175,216.26499999911175,100.0
2,EgoAnchor w/o StaticLock,112,1.583068899999489,0.24867491681520165,0.31401001373160536,58.79151776175641,65.4783669053501,2.4764089432549534,3.996958985959976,57.99531554558772,65.30365727436569,6.479961575517578,28.374702714470114,310.0,3.894585877529694,5.214836013237936,6.026630580806391,0.7932220755329775,71.1004663554548,0.0,216.26499999911175,279.8958296116325,100.0
3,Arrival-Hold,152,2.192293399995833,0.3418962857412864,0.47378041855782393,41.349737017892465,61.8161041705519,2.7712000285639915,3.916850857319907,40.84388167440751,61.6865178690473,6.005350908858505,8.838079168169347,170.0,8.455092417861879,24.87554626085986,36.17802051073188,2.5957818712872047,9.179324764276128,86.8421052631579,216.3461499985715,42.499600000155624,100.0
3,Capture-Hold,152,2.192293399995833,0.3418962857412864,0.47378041855782393,62.989272436879524,85.17288736832062,3.0059690713356755,4.489105908787732,62.62651267406223,85.0926503141838,5.682603713166736,14.499308170483111,265.0,9.438615894941375,24.376736132377992,35.92981780138095,2.586399297358313,9.179324764276128,86.8421052631579,216.3461499985715,216.3461499985715,100.0
3,One-Euro Anchor,152,2.192293399995833,0.3418962857412864,0.47378041855782393,95.24202664340297,121.24934942178248,3.538240491266896,5.193262945372579,95.13082717513558,121.20238138902387,7.279882742709523,36.03171842288653,380.0,8.772014348620646,24.309384858482648,35.144057734676515,1.9243518415788572,9.179324764276128,86.8421052631579,216.3461499985715,216.3461499985715,100.0
3,EgoAnchor,152,2.192293399995833,0.3418962857412864,0.47378041855782393,82.38285912735105,98.18462728388285,3.368910998112937,4.838464494300335,82.31104167830391,98.15381708724856,6.033627312739165,16.444871298070897,330.0,7.1236027680163945,7.327795184690104,8.267928348516152,0.6567494720011499,69.76286820849857,0.0,216.3461499985715,280.1859477731341,100.0
3,EgoAnchor w/o capture-time alignment,152,2.192293399995833,0.3418962857412864,0.47378041855782393,92.38813098215203,113.39860712546556,3.577121930119488,5.312319628542325,92.25407035839285,113.35960865397922,7.140971427830776,23.103102150229684,375.0,6.352433306322501,7.844096052364138,8.851410718265818,0.7193775611410022,69.76286820849857,0.0,216.3461499985715,250.02260000474053,100.0
3,EgoAnchor w/o VCD,152,2.192293399995833,0.3418962857412864,0.47378041855782393,82.38314403370181,98.18530900903293,3.3689125238558533,4.8385136683384555,82.31132688590745,98.1544997927549,6.03363116870806,16.445296628691167,330.0,7.123727999328738,7.3281428506672,8.26790513104373,0.6567791950022729,69.76286820849857,0.0,216.3461499985715,280.18865422927774,100.0
3,EgoAnchor w/o temporal synthesis,152,2.192293399995833,0.3418962857412864,0.47378041855782393,62.989272436879524,85.17288736832062,3.0059690713356755,4.489105908787732,62.62651267406223,85.0926503141838,5.682603713166736,14.499308170483111,265.0,9.438615894941375,24.376736132377992,35.92981780138095,2.586399297358313,9.179324764276128,86.8421052631579,216.3461499985715,216.3461499985715,100.0
3,EgoAnchor w/o StaticLock,152,2.192293399995833,0.3418962857412864,0.47378041855782393,82.38335336204074,98.18553015713182,3.3689118117525454,4.838516868677359,82.31153652155135,98.15472178618388,6.03361662484531,16.445418124715484,330.0,7.123797598849279,7.328071437817336,8.267866396529783,0.6567789014541453,69.76286820849857,0.0,216.3461499985715,280.18935367435915,100.0
4,Arrival-Hold,114,1.8190697000027285,0.33134126983970213,0.4181914744803213,42.196135074123845,64.0271487925104,2.9660510170742613,7.214222147740749,41.9737020563889,63.84481700371969,3.8663116725836595,14.177051340268322,215.0,7.430190015929993,24.618557105024554,32.54392440104942,3.7611659470785916,9.485077098578952,85.96491228070175,216.4731999982905,49.11845000242465,100.0
4,Capture-Hold,114,1.8190697000027285,0.33134126983970213,0.4181914744803213,58.15040789831528,81.95915933021715,3.45644079387855,7.431344816652362,57.59904841385281,80.85710086811595,6.280972350061993,16.623489629701037,285.00000000000006,5.422866254868158,24.560301945359726,32.63123093247413,3.853214899791724,9.485077098578952,85.96491228070175,216.4731999982905,216.4731999982905,100.0
