frame_id,t_s,capture_t_s,period,decision,score,trans_raw_err_mm,rot_raw_err_deg,harmful_20mm_10deg,harmful_10mm_5deg,harmful_candidate
790,6.711614299994835,6.54531660000066,baseline,accepted,0.937087,1.7587292155681384,2.823604906518492,False,False,False
792,6.822714399997494,6.628460399995674,baseline,accepted,0.9405035,1.2407645404598573,1.9284287202458295,False,False,False
795,6.9195754999964265,6.753308699997433,baseline,accepted,0.937079,1.7598466506377706,1.0365887036928234,False,False,False
796,7.017948900000192,6.794951999996556,baseline,accepted,0.919846654,2.1010395780731277,2.4324388662198633,False,False,False
799,7.127752699998382,6.919911299999512,baseline,accepted,0.9429693,2.0381782288435897,2.790646141458994,False,False,False
803,7.239118400000734,7.085975399997551,baseline,accepted,0.922301233,2.187860553328303,2.992952607249313,False,False,False
805,7.3512412999989465,7.169620799999393,baseline,accepted,0.9471894,1.6949779872542825,2.402143336812779,False,False,False
808,7.461926999996649,7.294644999994489,baseline,accepted,0.947472751,2.1103407442211153,1.6934040055733197,False,False,False
811,7.572745799996483,7.420269299997017,baseline,accepted,0.9554179,1.8912879291399722,2.1978258303696823,False,False,False
813,7.669949299997825,7.503476899997622,baseline,accepted,0.932794034,2.5380737575817047,2.192872429003308,False,False,False
816,7.768778099998599,7.628026899998076,baseline,accepted,0.759347,5.196076397664215,4.296696316292956,False,False,False
818,7.878571099994588,7.711303600000974,baseline,accepted,0.9231463,2.468966023313176,1.874083536556695,False,False,False
820,7.989363399996364,7.79471769999509,baseline,accepted,0.9170021,4.31871739890119,3.1239850266752796,False,False,False
823,8.086010699997132,7.920059600000968,baseline,accepted,0.9175071,4.543717025137987,3.2249750493062788,False,False,False
825,8.185439599998062,8.003285399994638,baseline,accepted,0.8532734,5.127341835776893,4.776989560255147,False,False,False
827,8.295124099997338,8.08631069999683,baseline,accepted,0.946452737,4.635078746940984,2.8117791961357654,False,False,False
830,8.406206499996188,8.211429700000735,baseline,accepted,0.881983042,5.964698918790874,5.15786464302443,False,True,False
833,8.503272499998275,8.336486599997443,baseline,accepted,0.9366084,4.234426023960836,2.6801628643757485,False,False,False
835,8.61452350000036,8.41998049999529,baseline,accepted,0.9324483,5.127332478560975,4.817019436488942,False,False,False
838,8.725360899996303,8.544211599997652,baseline,accepted,0.9254408,6.058548199613352,3.5111017841690315,False,False,False
840,8.822944399995322,8.627912199997809,baseline,accepted,0.9395884,5.042488295127323,3.25892274170208,False,False,False
843,8.920356499998888,8.75349450000067,baseline,accepted,0.957445443,3.987896628408025,2.3220062500745646,False,False,False
845,9.01837269999669,8.836585500001092,baseline,accepted,0.924545,5.45019224537801,4.485158779262963,False,False,False
848,9.128180699997756,8.962474299994938,baseline,accepted,0.8983724,6.059006909003239,5.66320666335179,False,True,False
850,9.211687899995013,9.044466499995906,baseline,accepted,0.8617361,7.391233840214829,6.440488343687111,False,True,False
853,9.336617099994328,9.169343999994453,baseline,accepted,0.8586503,6.203605887380284,6.55092500636917,False,True,False
855,9.434165799997572,9.253186699999787,baseline,accepted,0.93555963,4.947941877196845,3.533129491013698,False,False,False
857,9.544322299996566,9.336942099995213,baseline,accepted,0.9025892,5.435900924419978,4.595295761529619,False,False,False
860,9.642771899998479,9.461058799999591,baseline,accepted,0.9380263,5.079131864122451,4.191352601454752,False,False,False
863,9.75344409999525,9.585816599996178,baseline,accepted,0.9361129,4.370474690393126,4.206202078056586,False,False,False
865,9.836576499998046,9.669520799994643,baseline,accepted,0.925452352,4.927689981599656,5.060441532581013,False,True,False
867,9.935828299996501,9.753754799996386,baseline,accepted,0.9226238,4.574105675165955,4.312175454620425,False,False,False
870,10.044285399999353,9.878422099995078,baseline,accepted,0.950703,4.164019141133364,3.6825103096150693,False,False,False
872,10.155691599997226,9.961348999997426,baseline,accepted,0.9281175,4.800644513107821,4.896651228153623,False,False,False
875,10.253422499998123,10.0861991999991,baseline,accepted,0.889858067,5.282685090590179,5.1951054481509065,False,True,False
878,10.363554999996268,10.211316099994292,baseline,accepted,0.9312356,4.465839718984849,2.966294261088929,False,False,False
879,10.461295399996743,10.253736200000276,baseline,accepted,0.929759562,4.809409676054316,4.4820381898015444,False,False,False
883,10.571852299995953,10.419821999996202,baseline,accepted,0.9392575,4.6480919401040355,4.95207370317888,False,False,False
884,10.669105699998909,10.461609899997711,baseline,accepted,0.9424504,4.392089268134337,3.7514657131921854,False,False,False
887,10.79559789999621,10.58595939999941,baseline,accepted,0.937274337,4.708741103500521,3.609211686052565,False,False,False
888,10.864851399994222,10.62754760000098,baseline,accepted,0.9126278,3.6552902035616706,4.079304280744502,False,False,False
892,10.97689349999564,10.79594769999676,baseline,rejected,0.130990326,18.364770190799664,14.586618749897857,True,True,True
894,11.072468499995011,10.877885899993998,baseline,rejected,0.025522355,54.43463807459444,48.23244869868071,True,True,True
934,13.362848500000837,12.543952499996522,baseline,accepted,1.0,2.441997412556678,4.422140973426093,False,False,False
947,13.447447999998985,13.08561099999497,baseline,accepted,1.0,2.9250843997926137,3.514328599259745,False,False,False
954,13.543696900000214,13.377389699999185,baseline,accepted,1.0,2.1399164532789516,3.200049686329415,False,False,False
956,13.696850299995276,13.46036230000027,baseline,accepted,1.0,3.525633680207412,4.57632005181925,False,False,False
960,13.78224589999445,13.627116799994837,baseline,accepted,0.9364064,2.55487943177197,2.969534813749092,False,False,False
962,13.90531639999972,13.710658299998613,baseline,accepted,0.91405046,3.4616490023076705,3.428495146026604,False,False,False
965,13.988701399997808,13.835676599999715,baseline,accepted,0.9357745,2.550698506409608,3.954894092167891,False,False,False
967,14.126783599996998,13.918970799997624,baseline,accepted,0.9287164,3.0748752823761643,4.068648469824786,False,False,False
970,14.210202700000082,14.044142399994598,baseline,accepted,0.9397673,2.630539960044772,3.029786349032982,False,False,False
973,14.325216999997792,14.168648399994709,baseline,accepted,0.938689947,2.8243191454424155,3.3671869880084166,False,False,False
975,14.419052099998225,14.252658999997948,baseline,accepted,0.9422991,2.242295303902529,2.294486452082252,False,False,False
978,14.518390799996268,14.377808799996274,baseline,accepted,0.9319139,3.061116526714552,4.803441037836558,False,False,False
980,14.613005699997302,14.460567499998433,baseline,accepted,0.938302636,3.135228854756862,3.1996472584812006,False,False,False
982,14.724876499996753,14.544116699995357,baseline,accepted,0.930765569,3.168764820779708,3.6362122864608817,False,False,False
985,14.809444200000144,14.668388899997808,baseline,accepted,0.935585,2.800745309499526,3.737476463431564,False,False,False
987,14.918703499999538,14.752091199996357,baseline,accepted,0.925597847,3.4145640336625593,3.4663125304345757,False,False,False
990,15.016768299996329,14.87680339999497,baseline,accepted,0.9096533,4.023339724017476,4.269745560980973,False,False,False
992,15.11261199999717,14.960117399998126,baseline,accepted,0.924835861,3.2738354931594476,3.645130589587504,False,False,False
994,15.210173799998302,15.043407400000433,baseline,accepted,0.925522149,3.2514994890109024,4.354287662830537,False,False,False
997,15.32151409999642,15.168452300000354,baseline,accepted,0.872600734,4.301071733229616,5.008707017881072,False,True,False
999,15.418460000000778,15.252222299997811,baseline,accepted,0.918073952,3.5237766168697537,3.2214783131986877,False,False,False
1002,15.543485199996212,15.377004099995247,baseline,accepted,0.941789865,3.1473012719898588,3.6249012736761146,False,False,False
1004,15.626927799996338,15.461167499997828,baseline,accepted,0.9309352,2.826601496663613,3.2552144594963814,False,False,False
1007,15.724987699999474,15.584797399998934,baseline,accepted,0.9176176,3.6554766631191553,4.082348145281378,False,False,False
1009,15.821388799995475,15.668905300000915,baseline,accepted,0.9386219,2.4399910033084833,3.39760492958925,False,False,False
1012,15.946476999997685,15.793613099995127,baseline,accepted,0.9163021,2.9770617656287883,3.4789764495132305,False,False,False
1014,16.029188799999247,15.87704169999779,baseline,accepted,0.92435205,2.8662144801479723,3.766166895063116,False,False,False
1016,16.14278409999679,15.960265499998059,baseline,accepted,0.9219581,2.7057611936321226,3.905075445467167,False,False,False
1019,16.23825829999987,16.085443600000872,baseline,accepted,0.9345925,2.4613439266989166,3.766033974091252,False,False,False
1021,16.335705799996504,16.16859879999538,baseline,accepted,0.9479179,2.261577911297928,2.359115714034036,False,False,False
1023,16.434889699994528,16.252423400001135,baseline,accepted,0.9188336,2.8688979000782187,4.284469567846636,False,False,False
1026,16.558265299994673,16.37740710000071,baseline,accepted,0.878796756,3.718338267396472,5.035039213321636,False,True,False
1029,16.668558099998336,16.502238000000943,baseline,accepted,0.93632704,3.2081413022886056,3.1541063574601704,False,False,False
1031,16.75208389999898,16.585542399996484,baseline,accepted,0.9174257,3.1389964348856765,3.570525424022265,False,False,False
1033,16.863595700000587,16.668869900000573,baseline,accepted,0.9242823,3.4983247939442235,3.2316250363552195,False,False,False
1036,16.946457599995483,16.793604200000118,baseline,accepted,0.9218889,3.1865878630611832,3.3132618829743743,False,False,False
1038,17.04397529999551,16.87735559999419,baseline,accepted,0.8903282,3.7763568197980573,5.872635301629349,False,True,False
1041,17.15579869999783,17.003124899994873,baseline,accepted,0.921396434,2.9325931001472196,4.0814192743206545,False,False,False
1043,17.238718799999333,17.085472099999606,baseline,accepted,0.9155448,3.4582379852599385,5.721307354745263,False,True,False
1045,17.363641500000085,17.168747099996835,baseline,accepted,0.9359861,2.5929531475944785,3.822824859617754,False,False,False
1048,17.446173599993926,17.29529259999981,baseline,accepted,0.9340714,2.8574224060722426,1.9589714546732622,False,False,False
1051,17.572158799994213,17.418744399998104,baseline,accepted,0.9415783,2.837846810359023,2.3690147333977234,False,False,False
1053,17.656283799995435,17.502842399997462,baseline,accepted,0.93801403,2.8823501547350046,3.379726139292681,False,False,False
1055,17.753654499996628,17.585949599997548,baseline,accepted,0.917588055,3.341373878668018,2.6300270732098996,False,False,False
1057,17.83635520000098,17.66908329999569,baseline,accepted,0.9483692,2.792260085915169,2.3209452497123846,False,False,False
1060,17.947549899996375,17.794230899999093,baseline,accepted,0.9517213,2.960017170521999,2.102451453555174,False,False,False
1062,18.07202259999758,17.877925499997218,baseline,accepted,0.9450877,2.6252180656615973,2.7039059200054445,False,False,False
1064,18.168764599999122,17.9614425999971,baseline,accepted,0.927440166,3.0830101772448484,3.499161250479986,False,False,False
1067,18.25240759999724,18.085853899996437,baseline,accepted,0.9426763,3.1159187091746134,2.7094833700008767,False,False,False
1070,18.36310070000036,18.210123199998634,baseline,accepted,0.946122,2.782603711484082,2.9332282232068025,False,False,False
1072,18.460736099994392,18.294598100001167,baseline,accepted,0.941698134,3.22431038847021,2.969285284832488,False,False,False
1075,18.572775799999363,18.418857199998456,baseline,accepted,0.9221194,2.9695881767617864,3.4115871153662405,False,False,False
1077,18.66919599999528,18.501985599999898,baseline,accepted,0.945387065,2.9298555177994494,2.5461439101288783,False,False,False
1079,18.780567199995858,18.5860526999968,baseline,accepted,0.9309849,3.8702496352766254,4.367194253879911,False,False,False
1082,18.86498539999593,18.710948299994925,baseline,accepted,0.9308501,3.4517884847233913,3.2452350837876303,False,False,False
1085,18.988516799996432,18.835393399996974,baseline,accepted,0.9471311,2.913686827617705,3.757785507754691,False,False,False
1087,19.072010099996987,18.91938219999429,baseline,accepted,0.939273,3.465425517053321,2.1758083016876344,False,False,False
1089,19.16915180000069,19.002028099996096,baseline,accepted,0.938423336,3.695783851979338,3.4193914278488737,False,False,False
1092,19.27973419999762,19.127083599996695,baseline,accepted,0.927375257,3.5855336772861044,4.030758073051313,False,False,False
1094,19.37687609999557,19.21032649999688,baseline,accepted,0.9532417,2.9782190828420156,3.0557238032598097,False,False,False
1096,19.488778499995533,19.293680899994797,baseline,accepted,0.9445691,3.291287715631378,3.281086307509339,False,False,False
1099,19.58554279999953,19.41925249999622,baseline,accepted,0.952497065,3.383153168860238,2.4913608183584954,False,False,False
1101,19.668591800000286,19.50215069999831,baseline,accepted,0.951175153,2.936678624750761,3.715792323355381,False,False,False
1104,19.768947099997604,19.626657499997236,baseline,accepted,0.948305845,2.5888645937782324,2.82094323708585,False,False,False
1106,19.862530200000037,19.710104599995248,baseline,accepted,0.957725763,2.8929522641017202,2.1658595776826446,False,False,False
1108,19.960720899995067,19.793538400001125,baseline,accepted,0.9420118,3.296461013616606,4.13347211686647,False,False,False
1111,20.05979590000061,19.919127099994512,baseline,accepted,0.9323072,3.2608820940190197,2.1299897222323323,False,False,False
1113,20.18378799999482,20.002389799999946,baseline,accepted,0.930022061,4.1634476481084945,4.385514268523307,False,False,False
1115,20.267103199999838,20.08663610000076,baseline,accepted,0.91839385,3.8389339340334985,3.685292927168304,False,False,False
1116,20.404911400000856,20.126673399994615,baseline,accepted,0.933818638,3.160898674399851,3.2486452609268603,False,False,False
1117,20.571668299999146,20.16842469999392,baseline,accepted,0.9272476,2.7328967238659403,2.630035778050354,False,False,False
1118,20.683894499998132,20.210144599994237,baseline,accepted,0.9311631,2.980413118453358,1.9328954300991557,False,False,False
1119,20.766192199997022,20.251823499995226,baseline,accepted,0.93346256,3.0081685075721563,2.926102734016872,False,False,False
1125,20.862429799999518,20.50174010000046,baseline,accepted,0.933737934,3.0930499429119975,2.896543207753817,False,False,False
1130,20.96023520000017,20.709832499996992,baseline,accepted,0.904212952,3.327992324847069,4.730598763134005,False,False,False
1135,21.07112269999925,20.918477499995788,baseline,accepted,0.9454177,3.0005817475140515,4.417008623119477,False,False,False
1137,21.168101499999466,21.001557999996294,baseline,accepted,0.950796,2.3926933624885987,3.2328081575556715,False,False,False
1139,21.266221499994572,21.084552799999074,baseline,accepted,0.8828487,2.5962802671130865,3.508556080246455,False,False,False
1142,21.350299999998242,21.21007969999482,baseline,accepted,0.8937135,3.7989066182480333,5.3210572832472165,False,True,False
1143,21.460120600000664,21.251684599999862,baseline,accepted,0.88683176,3.3362483065820925,3.9791495925912943,False,False,False
1147,21.559264099996653,21.41878010000073,baseline,accepted,0.929190457,3.274712586696658,1.743105518389684,False,False,False
1149,21.66837139999552,21.502107899999828,baseline,accepted,0.9142194,3.115523757714254,3.2935398426297344,False,False,False
1151,21.75155950000044,21.58508289999736,baseline,accepted,0.904072344,3.354360036313014,4.682343692448338,False,False,False
1154,21.850852600000508,21.709991899995657,baseline,accepted,0.9329069,2.818833511272209,2.469242802283403,False,False,False
1156,21.945567599999777,21.792906499998935,baseline,accepted,0.898144841,2.9060920674200874,3.2562501786700864,False,False,False
1158,22.05842539999867,21.87678739999683,baseline,accepted,0.9383651,3.411392454093182,3.9180322780859536,False,False,False
1161,22.154167299995606,22.00198769999406,baseline,accepted,0.937655032,3.041719671053627,5.252784850335774,False,True,False
1163,22.252021799999056,22.08462839999993,baseline,accepted,0.952364266,3.4996321334204374,3.175222543535773,False,False,False
1166,22.362543299997924,22.209247300001152,baseline,accepted,0.930917,3.501878893090455,5.820505874160019,False,True,False
1168,22.477513899997575,22.29310219999752,baseline,accepted,0.931572735,3.487209988421952,3.2080175340447905,False,False,False
1170,22.563497799994366,22.394338399994012,baseline,accepted,0.9371636,3.8591118568677123,3.930373610319772,False,False,False
1172,22.67862339999556,22.490282499995374,baseline,accepted,0.926794,3.272449000642466,1.9333321093895155,False,False,False
1174,22.761290099995676,22.57779819999996,baseline,accepted,0.900350869,3.117006921473913,3.945293460618856,False,False,False
1176,22.856829500000458,22.66297069999564,baseline,accepted,0.9265718,3.247996557144407,2.764319479909573,False,False,False
1181,23.07774839999911,22.89831409999897,baseline,accepted,0.918935955,3.2083588497169737,3.9048941863916626,False,False,False
1182,23.175560399999085,22.940407099995355,baseline,accepted,0.911920369,3.77046069150941,3.3531775953636447,False,False,False
1184,23.29014389999793,23.136313599999994,baseline,accepted,0.9315139,3.317742346169102,4.413435144151068,False,False,False
1186,23.3825527999943,23.21894379999867,baseline,accepted,0.911889,3.323124898746501,2.3822358799464523,False,False,False
1188,23.48174250000011,23.316399600000295,baseline,accepted,0.93693763,3.8137591375344932,4.3843101217500475,False,False,False
1190,23.564337999996496,23.39651690000028,baseline,accepted,0.9301384,3.224377096436459,4.009920778057314,False,False,False
1193,23.675724099994113,23.522749799994926,baseline,accepted,0.8983939,3.835509009279638,5.116444514163034,False,True,False
1195,23.759133999999904,23.606191699996998,baseline,accepted,0.9092011,2.836564087591862,4.2383426128218815,False,False,False
1197,23.87150229999679,23.68947009999829,baseline,accepted,0.919893444,1.3808907366815588,3.3939703578065985,False,False,False
1200,23.955408999994688,23.815551799998502,baseline,accepted,0.9265645,2.7491027146757525,2.9098836721014885,False,False,False
1202,24.065828399994643,23.899097800000163,baseline,accepted,0.9477221,0.6692428745804639,2.4389930485137876,False,False,False
1205,24.163763699994888,24.023892699995486,baseline,accepted,0.9463385,3.6631916506517213,3.8684690280976737,False,False,False
1207,24.27423060000001,24.10757190000004,baseline,accepted,0.9509845,1.4408760142139165,3.6573266567388725,False,False,False
1209,24.35790519999864,24.191112599997723,baseline,accepted,0.9309925,1.259110504321876,3.3531999625494935,False,False,False
1211,24.46909009999945,24.2745289999948,baseline,accepted,0.9245139,1.0909704098013073,3.1472286431448717,False,False,False
1214,24.566363699996145,24.39920159999747,baseline,accepted,0.9005858,1.3043097631176603,5.295612820533124,False,True,False
1217,24.677917699998943,24.524506399997335,baseline,accepted,0.9452227,1.6411747159410168,3.2117134394886784,False,False,False
1219,24.748616299999412,24.60812520000036,baseline,accepted,0.915172756,1.2403689133967382,3.5024695601040414,False,False,False
1221,24.874742299994978,24.69154449999769,baseline,accepted,0.9505539,1.7470201864522295,2.7840290446173843,False,False,False
1223,24.9694634999978,24.775178399999277,baseline,accepted,0.9498282,1.9760047505029388,2.624446878276004,False,False,False
1226,25.082333199999994,24.899818899997626,baseline,accepted,0.9174093,1.1963406885876646,5.56456163727168,False,True,False
1229,25.192032899998594,25.025737899995875,baseline,accepted,0.9254671,1.7562313039366861,2.061461985850176,False,False,False
1232,25.290565999996033,25.15033069999481,baseline,accepted,0.9070494,2.206346208976471,4.037846761557154,False,False,False
1234,25.41643320000003,25.2343172999972,baseline,accepted,0.9045925,2.5806861679305277,4.267347983232011,False,False,False
1237,25.52614039999753,25.360448599996744,occ1,accepted,0.917218745,2.5554486625849164,3.9591032386836518,False,False,False
1239,25.63722879999841,25.442847899998014,occ1,accepted,0.940301061,1.917585283065116,3.152430242281441,False,False,False
1242,25.734285499995167,25.567488599997887,occ1,accepted,0.9418228,2.0335625076464146,2.3833828595204296,False,False,False
1244,25.81786579999607,25.651591999994707,occ1,accepted,0.878013432,1.2163333014712916,5.640753827518996,False,True,False
1246,25.92940959999396,25.734813600000052,occ1,accepted,0.49576664,4.5882738256653175,4.63075156167941,False,False,False
1249,26.01342609999847,25.85979799999768,occ1,rejected,0.006835067,49.1451330156033,40.01473307565501,True,True,True
1293,28.52790069999901,27.693810599994322,occ1,accepted,1.0,2.9096738357762653,5.405313393045405,False,True,False
1305,28.611366699995415,28.19470029999502,occ1,accepted,1.0,2.4970533876138807,5.388383478528565,False,True,False
1313,28.694557999995595,28.528197299994645,occ1,accepted,1.0,2.070890856450029,2.936369356432775,False,False,False
1315,28.819434699995327,28.611675499996636,occ1,accepted,1.0,2.128802117374092,2.603086946554231,False,False,False
1318,28.903058999996574,28.7362581999987,occ1,accepted,0.9198895,2.1281566050818337,1.826674047305678,False,False,False
1321,29.013729899997998,28.860932899995532,occ1,accepted,0.93252,1.9436335143404455,1.9303248375322482,False,False,False
1323,29.111096399996313,28.944171299997834,occ1,accepted,0.9214843,2.143585378191214,2.9230141502402587,False,False,False
1326,29.21051879999868,29.0695293999961,recovery1,accepted,0.889259756,2.964604079167279,5.642031214297241,False,True,False
1327,29.294032199999492,29.111409500001173,recovery1,accepted,0.87496084,3.0835766443362465,5.3755610441830015,False,True,False
1330,29.402907399999094,29.23622179999802,recovery1,accepted,0.864866734,3.662712683177467,6.165494141444838,False,True,False
1332,29.514368500000273,29.319335399995907,recovery1,accepted,0.931922734,2.4069051049623633,4.245861988961964,False,False,False
1335,29.61156889999984,29.44437029999972,recovery1,accepted,0.944125354,1.9871749588496928,2.251038236627942,False,False,False
1337,29.694798699994863,29.52770839999721,recovery1,accepted,0.9306714,2.8880126299239013,3.9934888114086546,False,False,False
1340,29.805474399996456,29.653390799998306,recovery1,accepted,0.9219416,3.144055503410363,3.6259653154047933,False,False,False
1342,29.903336799994577,29.73626779999904,recovery1,accepted,0.927258253,2.6149351177241624,3.1074555147480147,False,False,False
1345,30.01427889999468,29.861179699997592,recovery1,accepted,0.932163954,2.537781439569583,3.8354322980172433,False,False,False
1347,30.097617399995215,29.94429069999751,recovery1,accepted,0.935397267,2.616092433721138,2.403882056092177,False,False,False
1349,30.22248589999799,30.027785699996457,recovery1,accepted,0.895381749,3.4447514339768626,3.829753361289752,False,False,False
1351,30.319530399996438,30.112064699998882,recovery1,accepted,0.9471732,2.362319007079976,1.8240487978771165,False,False,False
1355,30.43029630000092,30.27830809999432,recovery1,accepted,0.9218057,3.0813138323925067,3.1405395923919825,False,False,False
