event,variant,occlusion_duration_s,candidate_count_occlusion,candidate_pose_count_occlusion,candidate_no_pose_count_occlusion,candidate_count_post_visible,candidate_pose_count_post_visible,admission_accepted_occlusion,admission_rejected_occlusion,admission_no_pose_occlusion,pre_trans_p95_mm,pre_rot_p95_deg,stable_trans_threshold_mm,stable_rot_threshold_deg,occlusion_trans_median_mm,occlusion_trans_p95_mm,occlusion_trans_max_mm,occlusion_rot_p95_deg,occlusion_rot_max_deg,occlusion_jump_p95_mm,occlusion_jump_max_mm,occlusion_jump_p95_deg,occlusion_jump_max_deg,occlusion_harmful_output_jumps,post_trans_p95_mm,post_trans_max_mm,post_rot_p95_deg,post_rot_max_deg,post_jump_max_mm,post_jump_max_deg,first_fresh_display_ms,durable_recovery_ms,durable_recovery_success,display_coverage_pct,frozen_fraction_occ_pct,tracking_fraction_post_pct
6,Arrival-Hold,3.0118421999941347,32,13,19,24,24,14,0,15,2.4207242736949546,4.849003188530041,10.0,9.698006377060082,39.662924144293044,39.662924144293044,39.662924144293044,25.42559171675149,25.42559171675149,0.7601385640111837,44.618688265467085,0.9525356232150892,28.832362728198607,3,1.8817061492760436,2.055180288157911,5.2196839834443916,5.383720307991748,1.8884102049662943,3.030924072786237,153.01300000282936,153.01300000282936,True,100.0,13.20754716981132,0.0
6,Capture-Hold,3.0118421999941347,32,13,19,24,24,14,0,15,2.066949579076595,4.825320436961525,10.0,9.65064087392305,38.0216068410751,38.0216068410751,38.0216068410751,25.60463650436793,25.60463650436793,0.39534055808335256,39.382612394499795,0.863134097708855,29.320176783220862,3,1.636855556789605,1.696562334553319,5.283737352743712,5.372199643944949,1.0743541642836976,3.1397967642379765,153.01300000282936,153.01300000282936,True,100.0,13.20754716981132,0.0
6,One-Euro Anchor,3.0118421999941347,32,13,19,24,24,14,0,15,1.4305060593929841,3.3249717334665343,10.0,8.0,17.769619698694324,17.769619698694324,17.769619698694324,13.102177511046515,13.102177511046515,0.12127224654534363,19.17756605262903,0.24154285731149402,16.76241362944941,2,1.404638405183555,1.428053649000958,4.302947151448357,4.337178302221512,0.38978616639335256,1.2650797167125014,153.01300000282936,153.01300000282936,True,100.0,13.20754716981132,0.0
6,EgoAnchor,3.0118421999941347,32,13,19,24,24,13,1,15,1.7537037742081791,3.784067013204163,10.0,8.0,1.4772076895186501,1.5954779512367425,1.638767043526301,4.278851177505023,4.293585728323102,0.00872907828305108,1.5014845604870577,0.01894447566932766,1.7543836382070697,0,1.2186230834199718,1.2240353855077677,4.142984862448493,4.175375629226065,0.037527743408834906,0.08194258047541733,153.01300000282936,153.01300000282936,True,100.0,18.39622641509434,0.0
6,EgoAnchor w/o VCD,3.0118421999941347,32,13,19,24,24,14,0,15,1.7537007396314608,3.7840733616737343,10.0,8.0,42.90580616935517,60.68165435083287,60.68165435083287,41.2287299092815,41.2287299092815,0.83507019714462,62.04137650931422,0.7677043798797072,44.941003377681255,2,1.2186197917959822,1.2240299972427147,4.142987568073955,4.175377813212374,0.0375273144357469,0.08194343222595522,153.01300000282936,153.01300000282936,True,100.0,13.20754716981132,0.0
6,EgoAnchor w/o temporal synthesis,3.0118421999941347,32,13,19,24,24,13,1,15,1.8327363083578194,4.151126800286397,10.0,8.302253600572794,1.5544933293340102,1.6842163367040686,1.732255505675816,4.286431113937349,4.30128475604691,0.00943642085923636,1.6276209048165653,0.026694446265882903,2.0928631259091235,0,1.2150502248694923,1.2204270302540159,4.149808189570824,4.182374259149862,0.03746963716675659,0.08164576711608817,153.01300000282936,153.01300000282936,True,100.0,18.39622641509434,0.0
6,EgoAnchor w/o StaticLock,3.0118421999941347,32,13,19,24,24,13,1,15,1.8215859846984737,4.262538689642236,10.0,8.525077379284472,10.026539497875714,13.594746500422577,13.594746500422577,10.042441588300491,10.042441588300491,0.3923951804326258,14.722423117375618,0.4256803175622588,12.585973552743601,1,1.574075601785851,1.6914259665563136,4.9075171283982915,5.298498202602906,0.3570518027527444,0.795901858046138,153.01300000282936,153.01300000282936,True,100.0,18.39622641509434,0.0
6,EgoAnchor w/o capture-time alignment,3.0118421999941347,32,13,19,24,24,13,1,15,1.8983689895467912,4.081272569182292,10.0,8.162545138364584,1.7931396407294053,5.760206631523301,5.760206631523301,3.843731461061713,4.21640055122826,0.052335954946442574,4.748805945994455,0.03683102268148114,1.4621311671084338,0,1.1804449703515307,1.196337725036386,4.100611811736211,4.143334921073624,0.04698274424127959,0.047632762429171284,153.01300000282936,153.01300000282936,True,100.0,18.39622641509434,0.0
7,Arrival-Hold,3.179893600005016,26,10,16,78,78,10,0,16,1.7748410731397153,5.383720307991748,10.0,10.767440615983496,8.932526522809617,35.30324051221481,35.30324051221481,8.792393701210166,12.001124497495109,0.0,39.06513018870155,2.4148365394514667e-06,15.003709922418366,3,49.204942252124056,71.69517440489076,23.78025191723963,42.330924483330755,22.655406322343325,10.177888478107933,216.22349999961443,,False,100.0,17.972350230414747,0.0
7,Capture-Hold,3.179893600005016,26,10,16,78,78,10,0,16,1.696562334553319,5.372199643944949,10.0,10.744399287889898,6.479643503263943,34.095464413685136,34.095464413685136,8.883615008562307,11.848037945599343,0.0,35.54073687174617,2.4148365394514667e-06,14.909044548662257,3,48.907766270824716,69.48361341508574,23.820003420140324,42.23477108094383,22.76489731245121,10.0262467960663,216.22349999961443,6436.223499998377,True,100.0,17.972350230414747,0.0
7,One-Euro Anchor,3.179893600005016,26,10,16,78,78,10,0,16,1.428053649000958,4.337178302221512,10.0,8.674356604443023,2.090161841923491,12.99903137241404,12.99903137241404,5.144247258681026,6.640689747110174,0.0,12.304784765718622,2.4148365394514667e-06,5.430231070796664,2,41.49494352898887,60.04412893590602,20.861472564415905,35.52695478935932,11.34807835771355,9.065904991686164,216.22349999961443,6276.223499998408,True,100.0,17.972350230414747,0.0
7,EgoAnchor,3.179893600005016,26,10,16,78,78,9,1,16,1.1694488746117189,3.9381697531467004,10.0,8.0,1.1039019650059534,1.1634793853783079,1.1656952844311388,3.886342984735905,3.886342984735905,0.0,0.24654256729706944,2.4148365394514667e-06,0.45753918597682675,0,47.82162972229295,64.66219161285566,22.376963303845024,38.43951306298637,5.811033736965208,2.8776461726441602,216.22349999961443,6436.223499998377,True,100.0,16.589861751152075,0.0
7,EgoAnchor w/o VCD,3.179893600005016,26,10,16,78,78,10,0,16,1.169445182144235,3.938172768019189,10.0,8.0,1.1038985059443844,1.1634757217325133,1.1656898420657402,3.882846750181293,3.882846750181293,0.0,0.22763238112047476,2.4148365394514667e-06,0.4224664256835269,0,47.98201327746181,65.1452636655757,22.471187914700966,38.8050843283212,7.852474927905995,2.6550377543132404,216.22349999961443,6436.223499998377,True,100.0,17.972350230414747,0.0
7,EgoAnchor w/o temporal synthesis,3.179893600005016,26,10,16,78,78,9,1,16,1.1670627968856242,3.943281006400993,10.0,8.0,1.1025308902361817,1.1620104889480323,1.1642000240105843,3.888673843275199,3.888673843275199,0.0,0.24688611879367936,1.7075472925031877e-06,0.4586025266237728,0,47.188738224836776,69.46490283725907,23.039099341768196,42.22679984682174,12.652253942817685,10.02713458274627,216.22349999961443,6436.223499998377,True,100.0,16.589861751152075,0.0
7,EgoAnchor w/o StaticLock,3.179893600005016,26,10,16,78,78,9,1,16,1.640168147326331,5.069064782973964,10.0,10.138129565947928,1.7848148060438682,11.619215754545888,11.619215754545888,17.31595008105096,17.31595008105096,0.2279501893662361,12.875033420509599,0.21690203774067898,16.2703382721618,1,48.21841723073674,64.67217318308397,22.521108978733146,38.44317327082344,7.055966204091543,2.8790812411130253,216.22349999961443,6436.223499998377,True,100.0,16.589861751152075,0.0
