coverage_pct,vcd_p95_translation_mm,random_median_p95_translation_mm,random_p10_p95_translation_mm,random_p90_p95_translation_mm,oracle_p95_translation_mm,vcd_p95_rotation_deg
89.0,6.819368839360578,9.040359923762194,8.575405291062747,9.450837579408198,4.793076721477606,5.815558838438156
90.0,6.973531894721462,8.995756603315884,8.601013909500203,9.420557180525655,5.0498170089263485,5.8281445646384045
91.0,7.382472383745663,8.947961471565009,8.591800656109736,9.371803102260829,5.279955904166749,5.819516467015646
92.0,7.356188014338168,9.055227697244291,8.579504132324494,9.286101665231449,5.88650010338628,5.843421945595177
93.0,7.334284373165257,9.018058263539036,8.662233496261205,9.435697379966925,6.228961921102761,5.860452120215279
94.0,7.396977538196742,8.973454943092726,8.614405575320479,9.40541698108438,6.481436064397294,5.8750340293742465
95.0,7.369330199041918,9.077529357467451,8.738043780706612,9.328952383746147,6.640885309552564,5.870403303333806
96.0,7.796474505896271,9.032926037021133,8.681186067372549,9.243250946716751,6.892248625966932,5.894223851333445
97.0,8.067053517763254,8.995756603315877,8.821544378058315,9.171833082525605,7.553671617207895,5.882230212608945
98.0,8.06578767923488,9.099831017690601,8.766472637373633,9.099831017690601,8.06578767923488,5.915812401037546
99.0,8.504431445055054,9.0552276972443,8.893782717205008,9.0552276972443,8.504431445055054,6.36124482778581
100.0,9.018058263539045,9.018058263539045,9.018058263539045,9.018058263539045,9.018058263539045,6.860884643943775
