session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,variant_id,variant_label,event_mono_ms,target_visible_event_id,target_visible_mono_ms,sample_count,output_availability,display_availability,display_jump_p95_mm,display_rotation_jump_p95_deg,recovery_success,recovery_time_ms,insufficient_data
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_009,exp1_system_characterization/occlusion_recovery,EgoAnchor,EgoAnchor,87053.66310561658,event_010,90580.4376056185,532,0.849624060150376,1.0,0.013836797149027975,0.039084759099260014,True,0.9326999934273772,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_009,exp1_system_characterization/occlusion_recovery,One-Euro Anchor,One-Euro Anchor,87053.66310561658,event_010,90580.4376056185,532,0.8533834586466166,1.0,0.24546058713410096,0.5512523627277746,True,0.9326999934273772,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_011,exp1_system_characterization/occlusion_recovery,Arrival-Hold,Arrival-Hold,95290.15870561852,event_012,98302.00090561266,378,0.8201058201058201,1.0,0.9644259776091324,1.305179786349373,True,8.351200005563442,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_011,exp1_system_characterization/occlusion_recovery,Capture-Hold,Capture-Hold,95290.15870561852,event_012,98302.00090561266,378,0.8201058201058201,1.0,0.5029369018994773,1.2323937008720698,True,8.351200005563442,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_011,exp1_system_characterization/occlusion_recovery,EgoAnchor,EgoAnchor,95290.15870561852,event_012,98302.00090561266,378,0.8095238095238095,1.0,0.013905374062425225,0.025875474561436133,True,8.351200005563442,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_011,exp1_system_characterization/occlusion_recovery,One-Euro Anchor,One-Euro Anchor,95290.15870561852,event_012,98302.00090561266,378,0.8201058201058201,1.0,0.1582575930608201,0.32134113122612584,True,8.351200005563442,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_013,exp1_system_characterization/occlusion_recovery,Arrival-Hold,Arrival-Hold,100704.64360561164,event_014,103884.53720561665,749,0.8825100133511349,1.0,2.2845572729462913,1.8219143951681251,True,111.67089999798918,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_013,exp1_system_characterization/occlusion_recovery,Capture-Hold,Capture-Hold,100704.64360561164,event_014,103884.53720561665,749,0.8825100133511349,1.0,1.3686176379564507,1.792858069336648,True,111.67089999798918,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_013,exp1_system_characterization/occlusion_recovery,EgoAnchor,EgoAnchor,100704.64360561164,event_014,103884.53720561665,749,0.8624833110814419,1.0,1.1129322077717407,0.8055939356103563,True,111.67089999798918,False
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,event_013,exp1_system_characterization/occlusion_recovery,One-Euro Anchor,One-Euro Anchor,100704.64360561164,event_014,103884.53720561665,749,0.8825100133511349,1.0,0.776595241163869,0.669824212904946,True,111.67089999798918,False
