session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,variant_id,variant_label,render_tick_count,reference_coverage,display_coverage,output_coverage,translation_error_mm_median,translation_error_mm_iqr,translation_error_mm_p95,rotation_error_deg_median,rotation_error_deg_iqr,rotation_error_deg_p95,candidate_arrival_p50_ms,candidate_arrival_p95_ms,candidate_processing_p50_ms,candidate_processing_p95_ms,observation_age_p50_ms,observation_age_p95_ms,smoothing_delay_p50_ms,smoothing_delay_p95_ms,visual_perception_hz,render_hz
20260717_204943_controller_right,exp1_system_characterization,continuous_rotation,trial_001,event_002,exp1_system_characterization/continuous_rotation,EgoAnchor,EgoAnchor,1350,1.0,1.0,1.0,5.962702355161893,2.9418625838498285,10.981887405393964,6.969522036567191,8.311619570960254,21.008484781300755,166.5186999962316,194.73047999927076,76.28450000286102,88.66587999910116,216.29804999975022,265.96937499598425,283.91772508621216,295.5964758992195,9.527221225676678,69.58247784668386
20260717_204943_controller_right,exp1_system_characterization,continuous_rotation,trial_001,event_002,exp1_system_characterization/continuous_rotation,One-Euro Anchor,One-Euro Anchor,1350,1.0,1.0,1.0,5.773115923739761,2.6300509722991823,10.115700613399614,7.843335769200335,8.02001449158503,18.654871798767388,166.65500000090105,194.87382000224898,76.28450000286102,88.66587999910116,216.31089999937103,265.98131499558804,216.31089999937103,265.98131499558804,9.527221225676678,69.58247784668386
20260717_204943_controller_right,exp1_system_characterization,continuous_rotation,trial_001,event_003,exp1_system_characterization/continuous_rotation,Arrival-Hold,Arrival-Hold,1652,1.0,1.0,1.0,8.18752358617808,6.898518154943171,20.30947410417989,7.55056569673307,8.649095753422767,16.46852953889668,166.9510000065202,199.79915000003527,75.7846000008285,88.39638000130653,48.5844500035455,98.72601499955636,48.5844500035455,98.72601499955636,9.578618922173924,69.73123756456624
20260717_204943_controller_right,exp1_system_characterization,continuous_rotation,trial_001,event_003,exp1_system_characterization/continuous_rotation,Capture-Hold,Capture-Hold,1652,1.0,1.0,1.0,8.300279715903251,6.8744375820742984,20.438079768884037,7.580810138009198,8.619921408260186,16.468375690206244,166.98570000153268,199.8479499998211,75.7846000008285,88.39638000130653,222.06309999819496,278.30652499869757,222.06309999819496,278.30652499869757,9.578618922173924,69.73123756456624
20260717_204943_controller_right,exp1_system_characterization,continuous_rotation,trial_001,event_003,exp1_system_characterization/continuous_rotation,EgoAnchor,EgoAnchor,1652,1.0,1.0,1.0,9.715586493399513,8.21333558892383,24.336440098578255,10.015584017157579,10.781372920647376,20.846213177683456,166.86640000261832,199.68968999964997,75.7846000008285,88.39638000130653,222.0525499978976,278.2938250038569,289.5442247390747,316.003954410553,9.578618922173924,69.73123756456624
20260717_204943_controller_right,exp1_system_characterization,continuous_rotation,trial_001,event_003,exp1_system_characterization/continuous_rotation,One-Euro Anchor,One-Euro Anchor,1652,1.0,1.0,1.0,10.60751751350618,8.939536379951704,23.079723877517758,11.227959929773482,12.021121543031228,21.938466478758823,167.01620000094408,199.92474000100626,75.7846000008285,88.39638000130653,222.06359999836423,278.3071350033424,222.06359999836423,278.3071350033424,9.578618922173924,69.73123756456624
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,,exp1_system_characterization/occlusion_recovery,Arrival-Hold,Arrival-Hold,1625,1.0,1.0,0.9366153846153846,4.355750139220045,5.337693089144284,55.26335584829632,3.7263295864430392,2.1588331142784734,48.07234500487461,166.8726499992772,236.77084999508224,73.40230000019073,85.89514999836683,49.28070000096341,106.40024999702295,49.28070000096341,106.40024999702295,10.0008407106745,64.35617535308963
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,,exp1_system_characterization/occlusion_recovery,Capture-Hold,Capture-Hold,1625,1.0,1.0,0.9366153846153846,3.4616490023077633,3.3492705137225083,54.43463807459444,3.624901898860473,2.218060696717616,48.23244869868078,166.90430000016931,236.80504999538243,73.40230000019073,85.89514999836683,223.43234999789274,403.10212000258616,223.43234999789274,403.10212000258616,10.0008407106745,64.35617535308963
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,,exp1_system_characterization/occlusion_recovery,EgoAnchor,EgoAnchor,1625,1.0,1.0,0.9347692307692308,3.017376213593735,0.7929337605315814,14.715590906989695,3.302515345589529,0.43142086483092434,8.614025878769421,166.78925000087474,236.69194999456522,73.40230000019073,85.89514999836683,223.502050001116,464.68875000100616,289.8443639278412,841.1646000022301,10.0008407106745,64.35617535308963
20260717_205539_controller_right,exp1_system_characterization,occlusion_recovery,trial_001,,exp1_system_characterization/occlusion_recovery,One-Euro Anchor,One-Euro Anchor,1625,1.0,1.0,0.9366153846153846,3.357442204377809,3.3300828951583124,25.655076899785048,3.534185081308521,1.47182693689152,26.797764871641633,166.93244999987655,236.83287499625294,73.40230000019073,85.89514999836683,223.4330499995849,403.1033000042953,223.4330499995849,403.1033000042953,10.0008407106745,64.35617535308963
