session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,variant_id,variant_label,candidate_count,has_pose_count,vcd_score_count,vcd_score_min,vcd_score_p50,vcd_score_p95,visibility_score_count,visibility_score_min,visibility_score_p50,visibility_score_p95,geometry_core_score_count,geometry_core_score_min,geometry_core_score_p50,geometry_core_score_p95,color_projection_score_count,color_projection_score_min,color_projection_score_p50,color_projection_score_p95,depth_alignment_score_count,depth_alignment_score_min,depth_alignment_score_p50,depth_alignment_score_p95,depth_abs_score_count,depth_abs_score_min,depth_abs_score_p50,depth_abs_score_p95,depth_struct_score_count,depth_struct_score_min,depth_struct_score_p50,depth_struct_score_p95,depth_alpha_count,depth_alpha_min,depth_alpha_p50,depth_alpha_p95,render_quality_mask_iou_count,render_quality_mask_iou_min,render_quality_mask_iou_p50,render_quality_mask_iou_p95,render_quality_area_ratio_score_count,render_quality_area_ratio_score_min,render_quality_area_ratio_score_p50,render_quality_area_ratio_score_p95,render_quality_render_visible_ratio_count,render_quality_render_visible_ratio_min,render_quality_render_visible_ratio_p50,render_quality_render_visible_ratio_p95,render_quality_observed_visible_ratio_count,render_quality_observed_visible_ratio_min,render_quality_observed_visible_ratio_p50,render_quality_observed_visible_ratio_p95,render_quality_render_area_px_count,render_quality_render_area_px_min,render_quality_render_area_px_p50,render_quality_render_area_px_p95,render_quality_depth_inlier_count,render_quality_depth_inlier_min,render_quality_depth_inlier_p50,render_quality_depth_inlier_p95,render_quality_depth_alignment_count,render_quality_depth_alignment_min,render_quality_depth_alignment_p50,render_quality_depth_alignment_p95,render_quality_depth_absolute_count,render_quality_depth_absolute_min,render_quality_depth_absolute_p50,render_quality_depth_absolute_p95,render_quality_depth_structural_count,render_quality_depth_structural_min,render_quality_depth_structural_p50,render_quality_depth_structural_p95,render_quality_depth_alpha_count,render_quality_depth_alpha_min,render_quality_depth_alpha_p50,render_quality_depth_alpha_p95,render_quality_depth_residual_m_count,render_quality_depth_residual_m_min,render_quality_depth_residual_m_p50,render_quality_depth_residual_m_p95,render_quality_ms_count,render_quality_ms_min,render_quality_ms_p50,render_quality_ms_p95,render_quality_evaluated_count,render_quality_valid_count
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_001,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,23,23,23,0.8524748086929321,0.8728245496749878,0.8952198922634125,23,0.9357674104124408,0.9421178072863466,0.9514607172510645,23,0.9052052303340546,0.9284555618156837,0.9402084038248626,23,0.9443511900254491,0.9542842237066109,0.9616739315798573,23,0.8933350673764882,0.9227842464756005,0.9381632329774888,23,0.8933350673764882,0.9227842464756005,0.9381632329774888,23,0.0,0.0,0.0,23,0.0,0.0,0.0,23,0.8236164545723587,0.8364357644186756,0.8505961028859211,23,1.0,1.0,1.0,23,0.9357674104124408,0.9421178072863466,0.9514607172510645,23,0.8721403948605453,0.8827697262479871,0.8917533187965339,23,2679.0,2884.0,2976.5,23,0.9252181138346489,0.9521209575808484,0.9724418337286443,23,0.8933350673764882,0.9227842464756005,0.9381632329774888,23,0.8933350673764882,0.9227842464756005,0.9381632329774888,23,0.0,0.0,0.0,23,0.0,0.0,0.0,23,0.0010613352060317993,0.0018517374992370605,0.0022654086351394653,23,3.317900002002716,3.605599998991238,4.326459998264909,23,23
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,15,15,15,0.888218879699707,0.9062154293060303,0.910467118024826,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.9413451780137659,0.9547057329344673,0.961505304535216,15,0.9528467886901044,0.9570772491489732,0.9611591273143575,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.820264765784114,0.8375499334221038,0.8474011627906977,15,1.0,1.0,1.0,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.8647342995169082,0.8793319415448851,0.8867571921472451,15,1668.0,2225.0,2652.3,15,0.96040987424313,0.9738487777146105,0.9863340206185567,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.0007428377866744995,0.001308053731918335,0.0017805874347686767,15,3.3284999990428332,3.5865000027115457,4.373719999421155,15,15
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,15,15,15,0.888218879699707,0.9062154293060303,0.910467118024826,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.9413451780137659,0.9547057329344673,0.961505304535216,15,0.9528467886901044,0.9570772491489732,0.9611591273143575,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.820264765784114,0.8375499334221038,0.8474011627906977,15,1.0,1.0,1.0,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.8647342995169082,0.8793319415448851,0.8867571921472451,15,1668.0,2225.0,2652.3,15,0.96040987424313,0.9738487777146105,0.9863340206185567,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.0007428377866744995,0.001308053731918335,0.0017805874347686767,15,3.3284999990428332,3.5865000027115457,4.373719999421155,15,15
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,15,15,15,0.888218879699707,0.9062154293060303,0.910467118024826,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.9413451780137659,0.9547057329344673,0.961505304535216,15,0.9528467886901044,0.9570772491489732,0.9611591273143575,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.820264765784114,0.8375499334221038,0.8474011627906977,15,1.0,1.0,1.0,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.8647342995169082,0.8793319415448851,0.8867571921472451,15,1668.0,2225.0,2652.3,15,0.96040987424313,0.9738487777146105,0.9863340206185567,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.0007428377866744995,0.001308053731918335,0.0017805874347686767,15,3.3284999990428332,3.5865000027115457,4.373719999421155,15,15
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,15,15,15,0.888218879699707,0.9062154293060303,0.910467118024826,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.9413451780137659,0.9547057329344673,0.961505304535216,15,0.9528467886901044,0.9570772491489732,0.9611591273143575,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.820264765784114,0.8375499334221038,0.8474011627906977,15,1.0,1.0,1.0,15,0.9410046728971962,0.9465168539325842,0.9508958219303046,15,0.8647342995169082,0.8793319415448851,0.8867571921472451,15,1668.0,2225.0,2652.3,15,0.96040987424313,0.9738487777146105,0.9863340206185567,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.9377445922513249,0.9550869693977154,0.9627107384761251,15,0.0,0.0,0.0,15,0.0,0.0,0.0,15,0.0007428377866744995,0.001308053731918335,0.0017805874347686767,15,3.3284999990428332,3.5865000027115457,4.373719999421155,15,15
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,21,21,21,0.7670016288757324,0.8774276971817017,0.9028652310371399,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.816891979405145,0.9314980800278673,0.9594448102253096,21,0.910387282511586,0.931297592512566,0.9539060426895134,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.8152115693626139,0.8332430969139144,0.8465694219340897,21,1.0,1.0,1.0,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.8608597285067874,0.8772334293948126,0.8908470722001137,21,1590.0,1626.0,1655.0,21,0.8151585460170147,0.9675960813865863,0.9770114942528736,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.0008427202701568604,0.001967698335647583,0.0040671974420547485,21,3.279200001998106,3.9189999988593627,4.451099997822894,21,21
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,21,21,21,0.7670016288757324,0.8774276971817017,0.9028652310371399,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.816891979405145,0.9314980800278673,0.9594448102253096,21,0.910387282511586,0.931297592512566,0.9539060426895134,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.8152115693626139,0.8332430969139144,0.8465694219340897,21,1.0,1.0,1.0,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.8608597285067874,0.8772334293948126,0.8908470722001137,21,1590.0,1626.0,1655.0,21,0.8151585460170147,0.9675960813865863,0.9770114942528736,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.0008427202701568604,0.001967698335647583,0.0040671974420547485,21,3.279200001998106,3.9189999988593627,4.451099997822894,21,21
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,21,21,21,0.7670016288757324,0.8774276971817017,0.9028652310371399,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.816891979405145,0.9314980800278673,0.9594448102253096,21,0.910387282511586,0.931297592512566,0.9539060426895134,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.8152115693626139,0.8332430969139144,0.8465694219340897,21,1.0,1.0,1.0,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.8608597285067874,0.8772334293948126,0.8908470722001137,21,1590.0,1626.0,1655.0,21,0.8151585460170147,0.9675960813865863,0.9770114942528736,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.0008427202701568604,0.001967698335647583,0.0040671974420547485,21,3.279200001998106,3.9189999988593627,4.451099997822894,21,21
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,21,21,21,0.7670016288757324,0.8774276971817017,0.9028652310371399,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.816891979405145,0.9314980800278673,0.9594448102253096,21,0.910387282511586,0.931297592512566,0.9539060426895134,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.8152115693626139,0.8332430969139144,0.8465694219340897,21,1.0,1.0,1.0,21,0.9389265885256015,0.943202416918429,0.9452644526445264,21,0.8608597285067874,0.8772334293948126,0.8908470722001137,21,1590.0,1626.0,1655.0,21,0.8151585460170147,0.9675960813865863,0.9770114942528736,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.7931183815279029,0.9340657330113789,0.9606566133046375,21,0.0,0.0,0.0,21,0.0,0.0,0.0,21,0.0008427202701568604,0.001967698335647583,0.0040671974420547485,21,3.279200001998106,3.9189999988593627,4.451099997822894,21,21
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_004,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,17,17,17,0.8071708083152771,0.8867136836051941,0.899088728427887,17,0.9330114665057333,0.9425287356321839,0.9488388933782345,17,0.8606637948020492,0.9346229159520925,0.9541747991297498,17,0.920315986016146,0.9369899065706929,0.9562959259755724,17,0.8425742634752178,0.9292980380917271,0.9572980851140503,17,0.8425742634752178,0.9292980380917271,0.9572980851140503,17,0.0,0.0,0.0,17,0.0,0.0,0.0,17,0.8101629913710451,0.8286238532110092,0.8482270784179732,17,1.0,1.0,1.0,17,0.9330114665057333,0.9425287356321839,0.9488388933782345,17,0.85612968591692,0.8728209191759112,0.8950168712787524,17,1642.0,1856.0,2388.6,17,0.8280386740331491,0.9570680628272251,0.987388763859352,17,0.8425742634752178,0.9292980380917271,0.9572980851140503,17,0.8425742634752178,0.9292980380917271,0.9572980851140503,17,0.0,0.0,0.0,17,0.0,0.0,0.0,17,0.001311570405960083,0.0016300976276397705,0.003229835629463196,17,3.2505000017408747,3.925500001059845,4.979100002674386,17,17
