session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,baseline_variant,variant_id,variant_label,metric_name,metric_value_baseline,metric_value_variant,delta_variant_minus_baseline,paired_n
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,candidate_arrival_p50_ms,166.71949999727076,166.7511999985436,0.03170000127283856,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,candidate_arrival_p95_ms,208.5782800000743,208.60951999929966,0.031239999225363135,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,candidate_processing_p50_ms,74.98919999971986,74.98919999971986,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,candidate_processing_p95_ms,86.4023799970746,86.4023799970746,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,observation_age_p50_ms,42.7104500013229,216.6801499952271,173.96969999390421,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,observation_age_p95_ms,99.12914499582257,278.1661150031141,179.03697000729153,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,smoothing_delay_p50_ms,42.7104500013229,216.6801499952271,173.96969999390421,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,smoothing_delay_p95_ms,99.12914499582257,278.1661150031141,179.03697000729153,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,visual_perception_hz,9.663731208708738,9.663731208708738,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,Capture-Hold,Capture-Hold,render_hz,62.43472068828459,62.43472068828459,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,reference_coverage,1.0,1.0,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,display_coverage,1.0,1.0,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,output_coverage,1.0,1.0,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,translation_error_mm_median,11.956629905299106,4.770834984740274,-7.185794920558832,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,translation_error_mm_iqr,14.334379627869684,3.6858818418656107,-10.648497786004073,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,translation_error_mm_p95,33.59964860583734,9.121869916051915,-24.477778689785424,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,rotation_error_deg_median,3.1718854842668307,2.910812767291267,-0.2610727169755638,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,rotation_error_deg_iqr,2.3902568905497277,1.9922333227203803,-0.39802356782934734,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,rotation_error_deg_p95,7.828571963432489,5.417854836304623,-2.4107171271278656,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,candidate_arrival_p50_ms,166.71949999727076,166.7779999988852,0.05850000161444768,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,candidate_arrival_p95_ms,208.5782800000743,208.63949999766191,0.06121999758761376,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,candidate_processing_p50_ms,74.98919999971986,74.98919999971986,0.0,1
20260717_203329_controller_right,exp1_system_characterization,static_head_motion,trial_001,event_001,exp1_system_characterization/static_head_motion,Arrival-Hold,One-Euro Anchor,One-Euro Anchor,candidate_processing_p95_ms,86.4023799970746,86.4023799970746,0.0,1
