session_id,experiment_id,scenario_id,trial_id,event_id,condition_id,variant_id,variant_label,candidate_count,render_tick_count,candidate_arrival_p50_ms,candidate_arrival_p95_ms,candidate_processing_p50_ms,candidate_processing_p95_ms,observation_age_p50_ms,observation_age_p95_ms,smoothing_delay_p50_ms,smoothing_delay_p95_ms,visual_perception_hz,render_hz
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_002,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,15,112,167.37990000547143,185.9879000003275,75.92130000516772,94.96227000057696,216.23845000067377,265.10599999783153,216.23845000067377,265.10599999783153,9.38986721993069,70.46564076299538
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,21,153,166.8223999949987,194.25910000427393,75.13250000402331,83.39510000124574,42.453000001842156,98.08916000038153,42.453000001842156,98.08916000038153,9.537288437313329,69.76286820849857
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,21,153,166.86810000101104,194.2992000040249,75.13250000402331,83.39510000124574,216.31190000334755,265.4824800003553,216.31190000334755,265.4824800003553,9.537288437313329,69.76286820849857
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,21,153,166.74329999659676,194.1755000007106,75.13250000402331,83.39510000124574,216.30270000605378,265.4733200033661,280.03132343292236,286.60619258880615,9.537288437313329,69.76286820849857
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_003,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,21,153,166.89749999932246,194.33389999903738,75.13250000402331,83.39510000124574,216.31280000292463,265.4832800020813,216.31280000292463,265.4832800020813,9.537288437313329,69.76286820849857
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_004,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,17,125,167.08110000035958,193.8605200019083,77.20069999992847,86.39533999934793,49.128500002552755,97.63581999577582,49.128500002552755,97.63581999577582,9.481288203659092,68.92897874886533
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_004,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,17,125,167.11560000112513,193.88956000475446,77.20069999992847,86.39533999934793,216.6406000033021,265.2447399974335,216.6406000033021,265.2447399974335,9.481288203659092,68.92897874886533
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_004,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,17,125,166.99900000094203,193.77900000254158,77.20069999992847,86.39533999934793,216.63170000101672,265.23551999707706,284.9063277244568,295.25099992752075,9.481288203659092,68.92897874886533
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_004,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,17,125,167.14499999943655,193.9210600045044,77.20069999992847,86.39533999934793,216.64140000211773,265.2455599964014,216.64140000211773,265.2455599964014,9.481288203659092,68.92897874886533
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_005,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,22,146,166.7709500034107,182.91288499858638,73.13065000064671,81.19053499847651,48.91549999956624,96.37365000344289,48.91549999956624,96.37365000344289,9.89793998417156,66.92137403149054
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_005,exp1_system_characterization/continuous_translation,Capture-Hold,Capture-Hold,22,146,166.80225000163773,182.94342000190227,73.13065000064671,81.19053499847651,216.02865000386373,264.48775000426394,216.02865000386373,264.48775000426394,9.89793998417156,66.92137403149054
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_005,exp1_system_characterization/continuous_translation,EgoAnchor,EgoAnchor,22,146,166.68275000120047,182.82807000105095,73.13065000064671,81.19053499847651,216.01940000255127,264.47942500089994,282.390296459198,290.08349776268005,9.89793998417156,66.92137403149054
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_005,exp1_system_characterization/continuous_translation,One-Euro Anchor,One-Euro Anchor,22,146,166.83055000248714,182.9754900027183,73.13065000064671,81.19053499847651,216.02960000382154,264.48862500365067,216.02960000382154,264.48862500365067,9.89793998417156,66.92137403149054
20260717_204156_controller_right,exp1_system_characterization,continuous_translation,trial_001,event_006,exp1_system_characterization/continuous_translation,Arrival-Hold,Arrival-Hold,20,144,166.7614500001946,207.02875000060885,77.13735000044107,88.33572499845177,48.97979999805102,98.32490999506263,48.97979999805102,98.32490999506263,9.474265998715016,67.96639323263193
